storenum	studentid	year	month	day	hour	minute	money
12		2014011859	2015	11	19	21	27	-9.05
2		2013011423	2015	4	26	0	11	-11.24
5		2013011898	2016	7	8	5	31	-13.03
7		2015012883	2015	11	15	19	20	-20.28
8		2014010113	2015	4	3	12	37	307.95
8		2013013864	2015	8	10	23	53	-3.76
9		2014011809	2016	11	7	2	17	-9.42
4		2012012284	2015	7	25	7	24	-22.97
5		2012012351	2015	2	1	19	45	228.47
8		2015011512	2015	7	16	1	37	-15.73
3		2014012564	2016	5	25	8	13	-14.96
12		2014013583	2016	2	12	23	58	-5.69
11		2014013626	2016	8	23	11	6	-21.46
2		2014013791	2016	6	29	0	20	-18.69
7		2014013802	2015	6	24	1	13	-4.09
13		2013012498	2016	4	15	3	40	-4.79
6		2014012602	2015	8	16	22	54	-20.66
6		2014012311	2015	7	9	15	1	-3.17
9		2012012532	2015	3	16	17	46	-21.59
2		2015011988	2016	9	15	0	34	-18.07
8		2015011465	2015	4	3	0	22	-19.27
10		2014011997	2015	10	20	21	1	-22.34
5		2015012634	2016	6	8	2	12	-4.48
14		2015012445	2016	4	11	7	24	68.76
2		2012013335	2016	8	20	1	47	-6.44
13		2014013018	2015	4	8	20	6	383.21
6		2012013473	2016	7	14	0	51	-21.60
9		2012013752	2016	7	27	17	25	-16.24
14		2015010238	2016	10	18	17	33	-6.77
13		2015011966	2016	3	11	19	39	-10.44
5		2013012513	2015	11	15	7	18	-4.35
3		2014010795	2016	11	13	2	41	-19.48
4		2012011039	2015	11	17	12	29	-13.00
3		2012013835	2016	7	27	0	2	-11.71
6		2012010789	2016	1	5	3	30	-20.49
5		2015011655	2015	4	19	11	28	91.14
10		2014013377	2016	10	14	7	3	-3.96
10		2013010880	2015	12	29	3	18	-20.86
13		2013013821	2016	1	10	23	14	-17.00
11		2013010928	2016	11	30	5	19	-18.00
4		2015010417	2016	3	7	18	16	-17.67
11		2013011926	2016	4	13	7	35	-21.99
13		2014010044	2015	12	28	18	33	-7.01
2		2014011410	2015	12	10	3	51	-10.63
8		2012010602	2016	6	18	7	25	-20.70
5		2012010468	2016	3	17	19	59	-16.83
1		2014013614	2015	7	14	22	15	-14.65
6		2012010148	2015	3	28	23	41	-9.76
7		2015012054	2015	1	28	4	56	-12.74
14		2014011590	2016	3	4	0	58	-17.68
5		2012013148	2016	3	5	2	31	-15.51
13		2015012463	2016	5	2	17	25	-13.91
3		2015013736	2016	6	24	21	31	-6.56
5		2015010931	2016	1	4	20	16	-4.95
7		2015011794	2016	2	3	10	25	-13.60
14		2012010259	2016	5	5	19	34	-8.97
5		2012013556	2015	8	12	5	18	-19.17
9		2015012044	2016	10	18	22	57	-13.47
12		2014010132	2016	1	1	20	4	329.02
5		2015010034	2016	11	5	16	1	322.14
13		2012013837	2016	11	14	6	56	-14.84
4		2013011291	2016	2	26	19	30	-20.84
14		2012012804	2016	2	6	21	23	-9.00
5		2012012638	2016	9	2	15	39	-15.79
12		2013013253	2016	10	8	6	54	-7.04
2		2015010949	2016	3	7	17	51	-18.53
1		2013013371	2016	2	25	5	40	208.56
8		2013012164	2016	6	18	18	40	-20.84
5		2013013458	2015	2	14	4	28	-21.68
8		2012013758	2015	4	19	1	13	-18.19
13		2014011851	2015	9	21	16	12	-5.75
7		2015010465	2015	11	30	5	46	254.62
14		2015010923	2016	1	6	10	52	-18.37
8		2013012050	2016	12	17	3	21	-15.92
9		2012010709	2015	5	20	6	8	-15.37
2		2014010952	2016	12	1	12	39	-8.15
4		2014012281	2016	4	11	12	47	-14.54
12		2012010475	2016	5	12	21	48	178.31
1		2014013395	2015	9	27	20	8	-9.81
9		2015012293	2016	10	28	19	2	-7.19
2		2015011847	2015	12	24	17	58	-14.95
10		2014013572	2015	9	20	21	57	-19.49
7		2012011007	2015	4	23	19	39	-18.52
7		2013010933	2015	1	4	20	44	-15.02
7		2014010861	2016	5	28	0	33	-21.61
5		2015013295	2015	8	26	16	16	-20.03
8		2015010000	2015	5	9	9	14	143.04
14		2014010465	2015	10	27	5	2	-16.77
4		2013011605	2015	9	23	23	46	-22.07
2		2012013078	2016	6	27	18	4	198.96
13		2013010933	2016	8	29	14	25	-3.07
11		2014013164	2015	10	14	8	50	-11.10
11		2014011522	2015	8	29	7	4	-20.88
3		2012010392	2016	3	19	14	8	-14.22
8		2012010512	2015	5	12	17	58	-5.08
7		2012013643	2015	1	3	0	26	-16.23
11		2014010649	2016	8	30	3	58	-7.83
7		2015011049	2016	8	5	0	26	-7.73
3		2012010425	2016	8	5	3	7	-11.89
11		2013011996	2015	7	27	16	4	-18.58
5		2014011564	2016	11	23	11	26	-19.83
12		2015012073	2015	4	17	18	33	-14.92
7		2013013868	2015	1	20	20	55	-12.34
13		2014011755	2015	7	12	6	6	-7.71
9		2012011917	2015	7	24	11	50	199.54
10		2015013077	2015	3	16	4	7	-6.83
5		2014012719	2016	5	25	20	56	-3.77
9		2015010791	2015	11	23	1	16	-17.29
5		2013012307	2016	2	22	16	45	-10.40
3		2013010923	2015	10	29	8	1	-18.16
6		2015010364	2016	12	14	4	56	347.31
11		2012010441	2016	7	3	7	49	-18.02
2		2014012443	2015	10	14	5	10	-17.96
13		2015013501	2015	7	28	5	2	159.33
1		2014011258	2016	1	29	13	57	-18.15
8		2013012812	2015	2	17	3	58	-22.05
2		2012010399	2015	6	9	10	1	-16.20
2		2014010832	2016	7	18	11	49	-14.94
12		2014012030	2015	11	18	0	33	-6.40
12		2012010429	2016	2	13	4	45	-19.28
2		2012012294	2015	2	3	5	10	-21.88
12		2015013625	2016	1	18	6	8	-9.23
11		2013013547	2016	6	19	7	18	-21.80
13		2014011601	2015	6	29	17	57	-4.80
14		2015011111	2016	8	24	5	47	-8.81
7		2013013228	2015	1	20	22	49	-4.96
5		2014012149	2015	6	16	19	13	-22.38
9		2012011212	2016	1	18	21	25	-22.79
1		2014010430	2015	8	16	4	48	168.99
9		2015012743	2016	2	24	15	7	-15.76
10		2015010531	2016	10	15	23	21	-4.16
7		2015012697	2015	1	16	21	27	-16.80
9		2014012239	2015	6	26	20	10	-6.90
7		2013010674	2015	11	24	5	21	-3.92
5		2014013656	2016	12	9	12	39	-7.61
4		2015011802	2016	2	16	2	58	-5.26
4		2014010139	2016	1	14	5	51	-10.72
14		2013012721	2015	5	28	11	1	-5.88
9		2013010164	2015	6	13	21	5	-9.57
1		2015011097	2016	12	18	11	27	-11.68
10		2012013168	2016	7	5	13	32	-12.70
9		2012013253	2015	12	27	20	57	-10.14
12		2014011722	2016	9	14	21	24	-9.08
10		2012013311	2016	10	13	19	15	-22.34
4		2012013757	2015	10	10	23	44	-21.64
11		2013013308	2015	6	17	1	21	-21.14
13		2015012644	2016	6	13	23	33	-6.87
8		2015013409	2015	3	15	20	24	-21.95
7		2015010781	2016	1	8	9	59	-20.51
11		2014012890	2015	1	13	20	8	-21.72
2		2015010041	2015	5	16	14	45	-10.41
3		2012012261	2016	1	18	10	15	-17.74
12		2012010523	2015	8	13	0	16	-20.26
14		2012012408	2016	12	25	4	51	-14.05
12		2013010851	2016	1	12	14	35	-21.56
5		2013010235	2015	1	14	11	21	-7.87
11		2013013622	2015	8	25	14	38	395.27
14		2012012495	2015	1	6	11	58	-17.84
5		2013013138	2015	8	4	18	55	-8.59
2		2015013683	2015	7	18	21	53	-14.96
10		2013013026	2015	3	11	15	25	-17.03
11		2012012724	2015	4	30	21	6	-22.68
4		2013011200	2016	12	20	14	18	-18.00
4		2015011940	2015	11	23	1	9	111.26
9		2015013271	2016	3	13	15	0	-5.07
1		2015013276	2015	11	23	2	35	-22.75
10		2012011882	2015	6	23	7	41	-22.90
4		2012010789	2016	12	16	15	40	62.08
3		2014012721	2015	12	30	15	34	-9.01
6		2012012285	2016	9	8	22	24	-17.12
5		2013013402	2015	10	29	17	53	-9.44
11		2015012108	2016	3	17	3	27	-4.30
11		2015012888	2015	3	25	1	6	-13.66
9		2013013879	2015	12	31	15	55	-6.02
3		2014010485	2016	2	19	0	7	-10.51
8		2015011737	2015	1	29	22	23	-18.66
7		2014010497	2016	1	27	1	22	-19.45
12		2015011481	2015	2	20	15	22	-13.03
9		2015011446	2016	11	8	18	3	332.81
2		2015011996	2015	1	14	0	25	-4.94
13		2013013817	2015	9	7	22	27	-4.77
5		2012011321	2016	11	22	19	15	-21.14
5		2013012408	2015	1	15	20	31	-6.99
10		2013012650	2015	8	28	5	31	-9.47
11		2014013152	2015	10	30	17	46	-17.11
4		2012010939	2016	8	6	20	2	-3.41
14		2015010385	2016	11	6	12	21	-8.04
11		2013013212	2015	7	28	5	43	-7.88
3		2012010989	2016	4	24	4	13	328.66
2		2013013789	2015	3	24	4	49	-10.66
2		2012011888	2015	11	13	15	53	70.18
13		2013010744	2015	11	19	1	50	-6.67
5		2015013656	2016	12	6	6	33	-8.03
9		2013012803	2015	12	15	11	59	-15.36
1		2013012909	2015	6	19	19	12	-17.74
8		2014011361	2016	10	26	19	3	-20.95
8		2015011121	2015	1	4	4	27	-12.31
5		2012013899	2015	10	4	10	34	159.01
4		2013013726	2015	6	12	6	56	-5.35
9		2014011277	2016	5	11	14	8	70.41
5		2015011416	2015	8	1	11	34	-19.75
8		2015011158	2016	5	28	15	38	-6.78
5		2014013121	2016	12	29	15	18	-21.75
14		2012010986	2016	12	13	14	57	-19.33
11		2014012868	2016	4	17	6	23	-12.51
4		2015011216	2015	2	14	19	17	-10.95
6		2014012784	2016	8	1	12	21	-13.48
5		2014010625	2016	2	7	17	55	-4.64
14		2015010859	2016	3	30	18	58	-22.10
13		2014013156	2015	3	17	10	29	-5.00
13		2013010004	2015	4	15	14	16	-9.12
9		2013012573	2015	2	4	7	22	220.16
6		2013012186	2016	11	17	1	20	-4.65
4		2014010114	2015	9	15	1	31	-11.63
3		2013010221	2016	12	29	18	45	-14.85
3		2015013795	2015	2	1	22	26	-5.95
6		2012013230	2016	9	2	22	45	-10.21
7		2015011951	2016	8	8	4	42	-5.79
13		2013010952	2016	11	11	1	59	-22.24
1		2012013045	2016	6	12	1	51	-18.71
13		2014011747	2016	6	14	21	48	-6.47
5		2014012247	2015	11	1	17	47	-22.56
10		2014010554	2016	11	5	17	26	-20.80
9		2014011629	2016	7	12	1	11	-20.26
8		2013010897	2016	12	25	23	40	-5.63
5		2015012113	2016	4	26	23	42	-6.57
9		2012010533	2016	8	28	3	25	-12.65
12		2014013423	2016	1	23	13	33	-10.20
12		2014010287	2016	8	18	20	44	-7.66
11		2013010899	2015	9	8	12	30	-12.67
11		2015010990	2015	2	20	16	29	-4.24
9		2014013538	2015	6	23	15	55	-11.25
1		2013011502	2016	12	22	17	10	-9.88
5		2012010711	2015	11	20	22	5	376.62
6		2015010010	2015	11	1	0	11	-7.82
6		2012011956	2016	4	8	7	24	-8.30
2		2014010846	2015	7	10	18	9	-13.61
12		2014011153	2015	6	8	15	46	-17.45
8		2013010567	2015	8	13	2	22	-5.09
3		2015010264	2015	8	22	12	39	-7.02
4		2012013167	2015	11	3	3	42	47.51
9		2013012225	2015	5	23	15	54	-7.57
4		2015013661	2015	5	10	18	19	-20.94
14		2014012167	2016	9	3	0	51	43.74
11		2012012075	2016	3	3	3	15	-16.21
2		2012011360	2016	7	29	13	1	-19.67
6		2015012352	2015	3	25	7	33	-10.87
12		2014010142	2015	7	10	12	11	-13.41
9		2012013431	2016	1	21	17	40	-3.62
1		2012010027	2016	3	7	14	45	-19.23
5		2012011225	2015	9	29	4	14	-15.15
3		2012011637	2015	12	19	13	36	-7.48
8		2013012208	2015	1	10	19	26	-7.52
2		2014011240	2015	1	15	10	33	-14.76
4		2012012709	2015	11	16	9	10	-20.57
9		2014011580	2016	5	10	13	9	-18.53
14		2014012147	2015	6	26	4	22	-19.71
5		2014013337	2015	9	18	3	8	-17.93
7		2014011281	2016	2	12	9	53	-20.02
7		2012012052	2016	4	19	21	42	-4.93
8		2015012414	2015	9	24	5	0	284.53
11		2014012437	2015	8	30	16	27	-4.36
9		2015013251	2015	1	3	14	38	-14.06
10		2014011656	2016	2	7	1	53	-21.40
6		2013010680	2016	1	3	15	11	-6.87
8		2015010440	2015	8	14	1	7	-16.29
5		2013012424	2015	9	11	19	9	-16.64
6		2013013837	2016	6	7	5	41	-19.97
5		2014013407	2016	11	17	7	46	-20.68
5		2012012977	2015	11	5	12	42	-4.05
7		2012013563	2016	12	13	10	59	-15.83
4		2012010222	2015	12	5	7	24	-4.34
8		2012010498	2016	6	12	10	12	256.88
8		2013013169	2015	11	18	16	26	156.15
5		2015011226	2016	10	28	23	41	-8.00
7		2012010968	2015	7	28	5	15	326.40
14		2013011350	2015	4	19	2	36	-9.92
13		2014012120	2015	1	4	7	3	-20.43
2		2015013490	2016	4	22	4	39	-17.11
2		2014013345	2015	12	28	1	27	-19.22
5		2014011185	2015	1	1	1	21	-14.61
12		2012011103	2015	12	6	2	5	-18.98
5		2015010507	2016	8	23	21	8	-15.78
3		2015012526	2015	12	22	10	6	-22.63
13		2012013588	2015	3	21	5	8	-11.46
4		2015011441	2015	12	1	16	45	-17.13
14		2014011641	2016	10	3	14	57	-14.12
1		2013012119	2016	8	4	21	59	-18.78
11		2015011799	2015	3	13	3	42	-18.43
6		2013010247	2016	3	17	15	35	-6.26
11		2014010529	2015	4	29	19	34	-21.12
5		2013012934	2015	4	10	4	59	-10.34
3		2014012351	2016	12	1	9	9	-19.10
12		2014013840	2015	6	21	14	1	258.80
12		2012012772	2016	11	13	7	17	-13.40
8		2012013027	2016	9	12	22	45	402.46
3		2014010047	2016	10	14	14	49	-14.79
14		2013013393	2016	3	21	10	38	-3.94
14		2013012949	2016	9	30	9	43	-4.53
13		2014012379	2015	2	18	7	11	-16.41
14		2014013304	2015	9	26	4	44	-14.56
4		2014010180	2015	2	13	17	41	63.66
14		2015010320	2015	6	16	11	7	44.09
10		2012013206	2016	5	4	10	26	-9.26
13		2015011022	2016	7	24	0	13	-6.93
8		2013013084	2016	10	23	12	15	-6.66
10		2014011638	2015	3	14	4	16	-4.44
2		2013011558	2016	10	17	20	14	-13.82
6		2012012778	2015	10	12	8	51	-14.98
13		2015011456	2015	10	25	16	7	-3.46
11		2013010503	2016	1	22	16	53	-20.74
6		2015013273	2016	12	1	3	46	337.50
14		2012011214	2016	9	8	5	42	-21.38
13		2014012204	2016	4	11	6	44	-14.43
3		2012011067	2016	2	25	21	59	-5.72
3		2015013802	2015	7	24	16	3	-19.51
1		2012011914	2016	9	6	19	35	-5.30
5		2013010861	2015	5	17	2	41	-4.60
2		2012012185	2015	1	15	9	4	-10.54
1		2015011712	2015	5	28	17	42	-15.03
9		2015013833	2016	7	25	14	46	-22.15
4		2013013435	2016	5	9	2	48	-13.60
4		2014011280	2015	2	26	1	58	-7.24
3		2015013218	2016	12	15	17	47	-8.59
12		2015012220	2015	8	15	14	39	-11.63
4		2014010108	2016	1	17	7	32	-19.36
2		2012011831	2016	5	13	4	18	-15.39
9		2015013390	2015	7	29	4	36	-5.10
7		2012011681	2016	4	4	14	44	-22.30
13		2014011335	2015	2	11	17	52	-5.25
14		2012011834	2016	3	13	1	53	-11.10
9		2014010388	2015	9	15	22	51	180.64
11		2015013699	2016	4	4	9	9	-10.45
13		2015011526	2015	3	16	6	35	-16.20
3		2014013397	2015	1	25	14	23	338.73
3		2014011074	2015	3	26	12	28	-15.18
8		2013013000	2015	11	10	13	0	-10.02
3		2014011088	2016	3	10	11	18	-12.52
4		2012012770	2015	8	25	18	58	-9.34
1		2015011118	2015	1	31	6	25	-20.96
9		2013013135	2015	6	19	3	0	-12.35
5		2015012770	2016	12	22	15	31	-12.64
3		2012011846	2016	5	20	20	25	-19.47
9		2013013106	2015	11	20	3	51	-20.85
4		2012012996	2015	2	17	15	24	240.32
6		2015013141	2015	11	3	12	8	-22.91
10		2013013473	2015	6	14	20	31	-10.66
3		2015010527	2016	12	4	14	44	-6.14
12		2012010453	2015	6	4	13	12	-5.47
11		2014010280	2015	4	23	16	23	-3.12
5		2014010461	2015	1	7	17	54	-4.78
12		2012013536	2015	11	27	16	53	-12.10
7		2014010790	2015	5	25	12	12	-4.47
11		2013013646	2015	9	11	20	8	-11.82
3		2012010174	2015	8	31	13	52	-14.25
4		2012013212	2016	4	15	22	31	-19.08
8		2015012819	2015	10	11	14	12	-12.74
7		2013010710	2016	3	17	18	28	-16.46
11		2013010988	2015	9	11	21	3	-13.95
5		2014010863	2015	5	22	20	5	-20.13
9		2012013260	2015	7	4	23	19	-21.27
1		2013011321	2016	11	26	20	35	-13.15
9		2013011533	2016	3	29	12	8	-5.35
1		2015013069	2015	10	4	2	33	-12.60
2		2012010962	2016	10	18	6	49	-17.31
10		2013013712	2015	2	4	3	52	-21.67
2		2012013371	2015	8	16	2	13	-17.39
1		2012012892	2016	6	2	7	50	-6.68
9		2015010249	2015	9	25	2	11	-12.35
1		2012010619	2015	3	27	6	4	257.07
11		2013013125	2015	9	1	16	7	-15.45
6		2012012320	2015	8	31	11	40	-7.05
14		2013012573	2016	12	17	21	51	415.03
2		2015011334	2015	1	27	12	53	-18.26
4		2013011752	2016	7	25	7	47	-10.12
1		2013010600	2015	5	11	9	26	-15.62
12		2014011601	2015	8	1	6	43	114.13
8		2014010242	2015	5	3	20	4	-14.88
11		2015012692	2015	4	4	17	46	-22.84
6		2015011815	2015	7	17	13	56	-15.74
5		2012013510	2016	11	25	10	26	-20.44
11		2015012482	2015	9	8	3	33	-17.01
12		2015012570	2015	6	20	7	23	-19.57
13		2013011482	2016	6	29	11	45	-11.25
4		2012010264	2015	10	31	5	57	408.91
9		2014010643	2016	9	28	21	41	-15.32
12		2013010716	2016	10	12	20	17	-9.45
10		2014011720	2016	4	7	17	31	-5.20
9		2013010518	2015	10	1	16	59	-9.17
1		2012011517	2015	1	25	16	17	-9.57
6		2012012220	2015	8	25	1	22	-3.83
4		2015013776	2015	2	18	22	29	-6.83
12		2013010347	2015	2	9	2	7	-19.46
10		2015010691	2016	4	13	5	34	-21.02
1		2015011994	2015	5	13	18	58	202.19
10		2012012422	2016	5	7	11	16	-7.22
3		2013011871	2016	11	3	18	30	-18.86
10		2012012341	2015	3	8	1	33	-6.72
9		2015010034	2015	9	9	8	39	-10.60
7		2013010605	2016	7	7	1	30	-15.07
5		2012012443	2016	10	11	13	12	-22.09
4		2014010100	2016	5	6	12	27	-19.82
13		2012011076	2015	11	1	23	45	-6.18
1		2014010099	2016	8	29	19	38	-19.94
8		2015011484	2015	11	27	21	7	-16.15
2		2015011418	2015	2	23	8	40	-5.95
9		2013010572	2015	5	7	2	45	-9.01
6		2013010590	2015	3	7	21	20	-18.31
13		2012010123	2016	7	29	18	3	-14.04
1		2012013559	2016	6	5	20	12	-15.04
12		2014010556	2015	4	17	5	46	-5.89
9		2014013578	2015	12	12	22	25	339.56
13		2012010798	2015	11	20	4	36	-17.47
7		2014012888	2016	12	6	10	50	-19.95
2		2013013564	2015	12	10	19	36	-17.18
3		2012012716	2015	10	10	10	58	-15.89
2		2014013076	2015	1	3	9	16	-20.91
2		2015011642	2015	2	28	22	49	-10.38
11		2013011574	2016	5	2	16	31	-14.69
4		2015011509	2015	5	11	19	46	164.96
6		2013012063	2015	11	6	19	7	-14.39
13		2014010405	2015	3	22	15	35	46.14
11		2013011119	2015	2	5	1	55	-20.60
3		2013011770	2015	3	11	18	47	-3.88
14		2015012797	2016	9	23	5	9	-20.59
10		2015012670	2016	3	20	3	41	-17.85
6		2013010701	2016	5	24	10	18	-16.91
14		2013011407	2015	11	12	9	41	-8.66
9		2015010944	2016	1	16	23	58	-5.18
9		2013013586	2016	6	27	15	28	-14.38
10		2013011629	2015	7	17	15	5	-22.36
14		2013011037	2016	9	24	19	49	-12.46
5		2012013115	2016	1	16	15	32	-18.58
10		2012010744	2015	3	28	21	5	-20.82
4		2015010290	2015	12	15	7	30	-18.57
8		2015010353	2015	8	19	14	16	-18.44
4		2012012833	2015	8	7	3	29	15.17
7		2014013068	2015	7	14	18	35	-18.35
4		2013010839	2016	10	8	5	25	-19.31
8		2014010158	2016	9	4	15	21	-7.50
6		2012010345	2016	5	10	3	24	-18.85
11		2013010161	2016	1	30	6	36	-21.63
13		2014013430	2016	3	18	16	23	-3.41
13		2014011794	2016	12	15	15	43	-20.39
3		2013010241	2016	7	11	3	25	409.87
11		2015011253	2016	8	14	13	18	-12.99
6		2014011438	2016	4	2	12	52	-16.66
4		2014012784	2016	12	10	21	39	-4.49
9		2015010939	2015	7	3	16	35	-5.12
7		2013010284	2016	12	7	22	54	-4.85
2		2012012851	2016	11	28	17	25	-11.55
7		2013013805	2016	6	14	12	32	-18.28
4		2015010405	2015	9	22	17	33	-4.92
6		2012010351	2016	4	29	10	7	-5.71
14		2012013256	2015	4	16	4	8	-6.33
7		2012013265	2016	3	1	23	12	-19.12
2		2015012756	2015	10	8	2	23	-13.58
5		2014012373	2016	4	19	7	35	-18.09
14		2012010433	2016	7	21	13	33	-3.10
11		2014013811	2015	3	11	3	7	-15.76
1		2013013872	2016	5	9	13	35	-22.47
14		2012013117	2016	10	25	13	22	-14.38
13		2015013744	2016	10	19	8	53	-19.10
3		2012010120	2015	5	11	12	58	-6.42
12		2012010722	2015	3	20	9	15	-4.11
9		2012010278	2016	3	14	10	1	-20.29
4		2012010404	2015	5	3	23	5	-3.69
5		2014010436	2015	8	14	3	26	-18.28
11		2015013590	2015	10	3	14	17	-13.34
8		2013011296	2016	11	8	18	16	-5.18
9		2012012600	2015	10	22	15	15	-14.34
7		2013010326	2015	1	11	6	36	-20.24
14		2013011175	2016	1	26	17	37	410.29
9		2012013303	2015	11	23	1	39	-3.03
12		2015011946	2015	3	21	0	23	-3.65
6		2014013398	2015	10	8	9	51	-19.73
8		2014012967	2015	2	25	5	42	-18.35
12		2014013237	2016	6	11	20	53	-5.20
4		2015011877	2015	8	15	19	19	-13.24
8		2012010375	2016	7	17	20	49	-6.35
2		2015011384	2015	3	29	18	44	-5.76
9		2012010756	2015	3	4	21	10	-4.35
9		2014013716	2015	6	30	23	48	-17.91
7		2014012898	2016	4	18	12	47	-5.72
2		2012013571	2016	5	2	1	9	-17.71
4		2014011670	2015	2	6	6	35	-4.47
9		2013013156	2015	12	18	3	39	-11.23
13		2012013456	2015	6	16	15	40	-6.14
2		2012013563	2016	2	26	7	41	-13.59
3		2015011564	2016	1	7	8	18	-12.12
3		2012012270	2015	8	25	18	1	-11.01
8		2015010984	2015	9	28	2	27	-17.23
3		2015013319	2015	5	7	10	19	-22.98
3		2012010984	2016	12	16	12	24	95.14
1		2012011052	2016	6	23	3	17	-6.51
8		2014011669	2016	9	19	6	31	-10.27
3		2015012543	2015	8	26	9	33	-11.21
9		2015012354	2015	11	26	18	58	-3.38
5		2012012450	2016	11	14	7	47	-20.22
8		2014010905	2015	4	12	11	14	-17.85
13		2012011772	2016	10	17	16	23	-20.98
11		2015012484	2016	4	14	16	26	-5.17
8		2013011088	2016	1	23	16	5	-20.21
1		2012011399	2016	5	16	3	42	-11.69
1		2012012544	2016	5	9	20	27	-16.30
9		2014011730	2015	4	17	14	51	-22.54
1		2012011399	2015	1	15	8	4	-22.85
4		2015011317	2015	7	22	19	41	-4.92
3		2015012545	2015	1	27	19	19	-17.69
4		2014011669	2015	3	12	16	30	-5.71
2		2015013377	2016	6	24	15	34	-4.29
13		2012012061	2016	11	24	6	39	-13.53
5		2015012070	2016	2	20	15	44	-5.32
1		2015013802	2016	2	4	11	16	-3.47
10		2014012401	2015	8	6	8	2	-11.28
3		2013011669	2015	9	22	3	56	-7.79
5		2012011095	2016	11	12	19	18	-8.78
3		2015011214	2015	7	4	13	36	-16.35
14		2015012990	2016	8	21	22	19	-4.70
9		2013010721	2015	4	6	16	58	-4.31
14		2014010174	2015	4	21	22	33	-21.39
14		2015010896	2015	5	13	22	45	-10.81
3		2013010125	2015	10	20	18	49	-7.56
8		2012013072	2016	2	10	6	56	-4.12
2		2014010792	2015	9	29	23	23	-12.69
8		2014011531	2015	8	20	19	40	-17.80
6		2014010577	2015	11	30	15	21	127.66
3		2015013274	2015	8	22	7	32	-11.12
7		2013011281	2015	3	15	1	57	-19.98
6		2012010908	2015	8	16	13	2	-12.02
3		2015011095	2015	1	14	1	51	-10.21
10		2013010772	2016	5	27	6	31	-21.10
13		2015011064	2015	3	13	16	6	-19.14
8		2013010186	2016	8	24	5	5	-7.07
11		2015013847	2016	7	30	2	49	-6.21
4		2013013725	2016	8	2	6	7	-14.13
11		2012013842	2015	1	18	4	22	-18.09
13		2014010201	2015	12	16	12	43	-14.99
7		2014012250	2016	5	1	22	54	-8.92
14		2015013380	2015	5	6	7	52	-4.66
7		2013012149	2015	8	27	13	24	-4.76
1		2015013884	2015	4	24	8	23	-21.30
11		2012011949	2016	8	17	1	24	-12.37
1		2012012718	2015	1	6	20	14	-13.20
1		2013010115	2015	7	12	23	27	-3.85
3		2014012019	2016	7	7	9	32	-20.58
1		2013010905	2015	3	3	23	46	-15.55
8		2014012298	2016	11	3	8	10	-10.27
14		2013011484	2015	2	1	15	30	-22.20
11		2012010936	2016	4	28	22	11	-21.94
7		2015010879	2015	2	19	20	25	-9.25
7		2015012846	2015	2	22	11	51	-13.15
12		2013013445	2015	5	12	22	33	-19.92
12		2014011476	2016	7	17	1	5	-5.24
3		2015011810	2015	10	21	4	9	-10.62
2		2013013080	2016	9	23	15	47	-22.75
8		2013010373	2016	1	4	12	30	-20.34
14		2013011776	2015	10	18	11	4	-4.52
7		2012010586	2015	1	26	20	39	-9.88
13		2015012605	2015	11	17	16	50	-16.91
9		2015012366	2016	9	8	8	17	293.08
11		2013012797	2016	2	9	11	20	-3.07
1		2012011772	2015	10	27	10	21	-17.02
4		2014010681	2016	11	3	12	27	-5.30
9		2013013860	2015	10	6	22	56	-15.60
2		2014010089	2016	4	10	8	49	343.33
4		2015011140	2016	4	1	18	50	-3.45
8		2015011463	2016	6	24	23	46	-16.59
10		2013010816	2015	11	12	17	42	-15.42
9		2013013168	2015	11	25	3	52	-14.71
12		2013010926	2016	12	6	3	47	258.43
9		2015011839	2016	2	24	19	45	-5.89
3		2015012100	2016	6	22	19	17	-4.84
10		2014012014	2016	8	27	13	36	-12.16
5		2012010489	2016	12	18	8	13	-15.47
6		2014011205	2016	12	13	22	57	247.32
7		2012013026	2015	7	27	10	5	186.29
5		2014010922	2015	4	27	15	46	-20.30
11		2015012624	2016	6	21	18	52	-15.88
8		2013012324	2016	10	29	12	6	-13.22
12		2013013354	2015	3	5	13	51	-13.49
11		2012010127	2015	1	14	9	19	-5.88
2		2013011826	2016	4	8	13	20	-9.56
14		2014012828	2015	7	3	7	10	-17.26
14		2014012580	2016	4	27	14	39	166.11
8		2015013260	2015	12	17	10	20	-12.02
7		2013010168	2016	5	8	9	18	324.07
4		2014010308	2016	10	15	21	20	-17.04
3		2012012481	2015	4	27	1	22	-7.07
7		2014013841	2016	6	20	2	50	-6.13
7		2013010000	2015	12	6	4	5	362.57
9		2014012807	2016	8	8	17	41	48.62
13		2012010549	2015	9	26	14	55	-14.73
11		2014012064	2016	8	12	21	56	-22.56
5		2013011176	2015	4	8	13	58	122.64
7		2013011299	2016	4	8	5	19	126.66
12		2013013430	2016	7	26	10	39	-19.58
1		2015011322	2015	4	6	18	46	-3.09
11		2013013344	2015	4	14	11	57	-9.54
7		2013011283	2015	4	19	6	47	-4.24
13		2015010370	2016	8	16	4	39	-4.98
12		2014010663	2016	1	17	19	48	-18.57
14		2013012288	2016	12	25	22	53	-13.89
8		2015013041	2015	6	4	16	3	-9.85
5		2013010587	2016	8	18	6	5	-19.25
6		2015012700	2015	2	13	22	19	-7.14
7		2012011742	2016	8	22	21	14	-3.80
9		2012012660	2016	8	13	12	57	-13.97
6		2013012931	2016	2	2	17	14	395.86
14		2015011015	2015	2	11	3	17	-7.10
